Height,Weight,Reach,STANCE,DOB,name,link
"6' 3""",250 lbs.,--,Southpaw,"Feb 10, 1978",Jonathan Wiezorek,http://www.ufcstats.com/fighter-details/60884f31ead1609c
"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",Wilson Gouveia,http://www.ufcstats.com/fighter-details/af5b208e97f5d382
"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",Juan Adams,http://www.ufcstats.com/fighter-details/83b00f7597e5ac83
"5' 9""",145 lbs.,"68""",Orthodox,"Sep 06, 1988",Jared Gordon,http://www.ufcstats.com/fighter-details/7026eca45f65377b
"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",Ronny Markes,http://www.ufcstats.com/fighter-details/bd21a1e3d41c97ee
"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975",Ronys Torres,http://www.ufcstats.com/fighter-details/cce79e827569f26e
"6' 2""",245 lbs.,"77""",Orthodox,"Jul 14, 1973",Mostapha Al-Turk,http://www.ufcstats.com/fighter-details/1cf1310684a841f5
"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",Dean Lister,http://www.ufcstats.com/fighter-details/68c6cd5287b473a7
"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994",Karol Rosa,http://www.ufcstats.com/fighter-details/351c4ec637380ad5
"5' 11""",205 lbs.,--,Orthodox,"Jun 02, 1969",Chris Haseman,http://www.ufcstats.com/fighter-details/5bd533d50c8e7b8a
"6' 0""",205 lbs.,"74""",Orthodox,"Dec 24, 1992",Klidson Abreu,http://www.ufcstats.com/fighter-details/7279654c7674cd24
"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",Kyle Daukaus,http://www.ufcstats.com/fighter-details/d6c0cdd7e467c440
"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993",Brianna Van Buren,http://www.ufcstats.com/fighter-details/b53c46f613f6f248
"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",Sean O'Malley,http://www.ufcstats.com/fighter-details/b50a426a33da0012
"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",Sean Woodson,http://www.ufcstats.com/fighter-details/4682bc59d5f55145
"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",Paul Taylor,http://www.ufcstats.com/fighter-details/9b74de674c355425
"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979",Brad Morris,http://www.ufcstats.com/fighter-details/6803d4d6908354ac
"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",Rafael Dos Anjos,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",Marcus Aurelio,http://www.ufcstats.com/fighter-details/04643fd03d9159cc
"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",Maurice Greene,http://www.ufcstats.com/fighter-details/068f8a189a47fea6
"5' 8""",125 lbs.,"66""",Orthodox,"Apr 18, 1996",Yanan Wu,http://www.ufcstats.com/fighter-details/fdbefee0827e1567
"6' 0""",215 lbs.,--,,--,Sione Latu,http://www.ufcstats.com/fighter-details/5898357a45a73674
"6' 0""",170 lbs.,"72""",Orthodox,"Oct 19, 1988",Sabah Homasi,http://www.ufcstats.com/fighter-details/71f048adbfed5b49
"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",Kyler Phillips,http://www.ufcstats.com/fighter-details/60425d07ef4b91a7
"6' 2""",185 lbs.,"76""",Orthodox,"Jul 03, 1986",Tim Williams,http://www.ufcstats.com/fighter-details/990bd63726a577f8
"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",Jay Hieron,http://www.ufcstats.com/fighter-details/5bb0a618ad03ac64
"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",Vanessa Melo,http://www.ufcstats.com/fighter-details/9b7dfb3b7d99926a
"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",Robert McDaniel,http://www.ufcstats.com/fighter-details/5cafbc97dba2e797
"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",Maia Stevenson,http://www.ufcstats.com/fighter-details/2fee10d5cf86bfca
"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",Mike Pyle,http://www.ufcstats.com/fighter-details/f5990c11974d8e9c
"6' 3""",235 lbs.,--,Orthodox,"Jul 29, 1973",Branden Lee Hinkle,http://www.ufcstats.com/fighter-details/06f0ffa6446c5b6d
"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",Jason Saggo,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23
"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",Lyman Good,http://www.ufcstats.com/fighter-details/4e0692ad070976e4
"6' 2""",235 lbs.,--,Southpaw,"Aug 28, 1976",Josh Hendricks,http://www.ufcstats.com/fighter-details/7649c4c95b824488
"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995",Jack Shore,http://www.ufcstats.com/fighter-details/b8a85389d115e35a
"6' 0""",170 lbs.,--,Orthodox,"Apr 04, 1991",Anying Wang,http://www.ufcstats.com/fighter-details/69e8c632135af48b
"5' 9""",190 lbs.,--,,--,Nick Sanzo,http://www.ufcstats.com/fighter-details/1d147d4163a6989b
"5' 1""",135 lbs.,--,Orthodox,"Oct 22, 1986",Rin Nakai,http://www.ufcstats.com/fighter-details/f9ae6914f604aa9f
"6' 0""",200 lbs.,--,Southpaw,--,Christophe Leninger,http://www.ufcstats.com/fighter-details/7269329bd87eb479
"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981",Maiquel Falcao,http://www.ufcstats.com/fighter-details/d58478ded5534695
"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",John Teixeira,http://www.ufcstats.com/fighter-details/86061eaba822bfea
"5' 7""",125 lbs.,--,Switch,"Jul 23, 1986",Kalindra Faria,http://www.ufcstats.com/fighter-details/27b164b0d1833df0
"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",Max Holloway,http://www.ufcstats.com/fighter-details/150ff4cc642270b9
"5' 3""",115 lbs.,"64""",Switch,"Oct 22, 1991",Amanda Cooper,http://www.ufcstats.com/fighter-details/d4a31850a7457f1b
"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",Bojan Velickovic,http://www.ufcstats.com/fighter-details/fcce75a25c14a804
"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982",Paul Georgieff,http://www.ufcstats.com/fighter-details/2f1700b3a4a09bc7
"5' 8""",170 lbs.,--,,"Dec 23, 1963",Adrian Serrano,http://www.ufcstats.com/fighter-details/e7ec11096eac0282
"5' 7""",135 lbs.,"65""",Orthodox,"Feb 20, 1991",Shanna Young,http://www.ufcstats.com/fighter-details/568bbad0eaced57c
"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987",Danny Roberts,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9
"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",Andy Ogle,http://www.ufcstats.com/fighter-details/b6c4451cb13c9303
"5' 11""",199 lbs.,--,Orthodox,"Feb 26, 1968",John Lober,http://www.ufcstats.com/fighter-details/31652c9267606d54
"5' 8""",155 lbs.,--,,"Mar 11, 1986",Chris Saunders,http://www.ufcstats.com/fighter-details/b35a159f525764eb
"6' 3""",265 lbs.,--,Southpaw,--,Sean Gannon,http://www.ufcstats.com/fighter-details/6d7886b094b471ac
"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",War Machine,http://www.ufcstats.com/fighter-details/cd7bafbeee1f29a0
"6' 4""",230 lbs.,--,Orthodox,--,Moti Horenstein,http://www.ufcstats.com/fighter-details/baf942f4bcb09894
"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992",Leonardo Morales,http://www.ufcstats.com/fighter-details/45230be0641f3f53
"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",Alex Morono,http://www.ufcstats.com/fighter-details/cdb96af67d096b1e
"5' 10""",155 lbs.,--,Orthodox,"Mar 30, 1988",Dan Lauzon,http://www.ufcstats.com/fighter-details/4c8d6fde2dde07c4
"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983",Byron Bloodworth,http://www.ufcstats.com/fighter-details/ecdf14f4f8643d39
"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",Doug Evans,http://www.ufcstats.com/fighter-details/d3de4a24f7eefac8
"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986",Mike de la Torre,http://www.ufcstats.com/fighter-details/1971869b7e054261
"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",Joe Veres,http://www.ufcstats.com/fighter-details/c6d8ae3b016d5ad5
"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",Mairbek Taisumov,http://www.ufcstats.com/fighter-details/8f5c8850b2484173
"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",Dennis Bermudez,http://www.ufcstats.com/fighter-details/6f242453c91a5af0
"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",Jan Blachowicz,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8
"5' 9""",145 lbs.,"71""",Orthodox,"May 19, 1993",Sodiq Yusuff,http://www.ufcstats.com/fighter-details/94426bb170c88115
"5' 7""",155 lbs.,--,Southpaw,"Nov 16, 1989",Yusuke Kasuya,http://www.ufcstats.com/fighter-details/3058888c33149a53
"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978",Reza Madadi,http://www.ufcstats.com/fighter-details/e25bcbcdaf6537a1
"5' 8""",135 lbs.,--,Orthodox,"Jul 21, 1992",Filip Pejic,http://www.ufcstats.com/fighter-details/38ed5a2299230227
"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",Dan Hardy,http://www.ufcstats.com/fighter-details/473ce3aa581251a2
"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",Cristiano Marcello,http://www.ufcstats.com/fighter-details/ff4c3ab594c7fac3
"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",Nate Landwehr,http://www.ufcstats.com/fighter-details/583ee11abddfc581
"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",Jeremy Larsen,http://www.ufcstats.com/fighter-details/c3bd649a9194e50c
"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",Justin Eilers,http://www.ufcstats.com/fighter-details/27fc9218a3653e3c
"5' 10""",170 lbs.,--,Southpaw,"May 03, 1972",Shonie Carter,http://www.ufcstats.com/fighter-details/7b6e40a73b567072
"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",Rustam Khabilov,http://www.ufcstats.com/fighter-details/9b7694d064a8a0ad
"5' 11""",170 lbs.,--,Orthodox,--,Tom Egan,http://www.ufcstats.com/fighter-details/eae4aec1a5a8ff01
"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",Elvis Sinosic,http://www.ufcstats.com/fighter-details/817e0bdf08efce2e
"5' 8""",170 lbs.,--,Orthodox,--,Ben Earwood,http://www.ufcstats.com/fighter-details/ee457ef1e1c326c1
"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",Joseph Morales,http://www.ufcstats.com/fighter-details/2fe9032955c2e013
"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",Rich Franklin,http://www.ufcstats.com/fighter-details/d897897060f10a3a
"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",Junior Dos Santos,http://www.ufcstats.com/fighter-details/63def5a5662a6917
"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",Yancy Medeiros,http://www.ufcstats.com/fighter-details/813550bc53b15fb0
--,--,--,,--,Jack Nilson,http://www.ufcstats.com/fighter-details/53e533db1b8e9712
"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",Gabriel Silva,http://www.ufcstats.com/fighter-details/002ca196477ce572
"5' 6""",115 lbs.,"64""",Orthodox,"Sep 19, 1980",Heather Clark,http://www.ufcstats.com/fighter-details/dd4c16777fb2ccf9
"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988",Devin Powell,http://www.ufcstats.com/fighter-details/065eb44700e641a4
"5' 6""",115 lbs.,--,Orthodox,"Mar 05, 1989",Ericka Almeida,http://www.ufcstats.com/fighter-details/67a992d4cff22466
"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",Sam Stout,http://www.ufcstats.com/fighter-details/501b07aec9b8fc2d
"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",Kyle Nelson,http://www.ufcstats.com/fighter-details/31f8081c7600da93
"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",Roger Gracie,http://www.ufcstats.com/fighter-details/a6bbd3df469c6bea
"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",Brad Tavares,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e
"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",Royston Wee,http://www.ufcstats.com/fighter-details/b9c03e7a4557e542
"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",Benson Henderson,http://www.ufcstats.com/fighter-details/2676b28836a5a836
"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",Kennedy Nzechukwu,http://www.ufcstats.com/fighter-details/8667caa0451d245b
"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",Eddie Wineland,http://www.ufcstats.com/fighter-details/fc9a9559a05f2704
"5' 5""",145 lbs.,--,Orthodox,"Jan 29, 1987",Rodolfo Rubio Perez,http://www.ufcstats.com/fighter-details/c4731f43693b96b8
"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",Malcolm Gordon,http://www.ufcstats.com/fighter-details/dee294e9717012c2
"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",Tom Lawlor,http://www.ufcstats.com/fighter-details/4d44f37107f01b9b
"5' 7""",178 lbs.,--,Orthodox,--,Minoki Ichihara,http://www.ufcstats.com/fighter-details/4565d435005319c0
"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",Michel Batista,http://www.ufcstats.com/fighter-details/34218661c44ed55d
"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",Robert Whittaker,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",Angela Hill,http://www.ufcstats.com/fighter-details/f0feeb2192937424
"6' 2""",185 lbs.,--,Orthodox,"Sep 12, 1976",Yuki Sasaki,http://www.ufcstats.com/fighter-details/e5c38954c006f15c
--,--,--,,--,Ray Wizard,http://www.ufcstats.com/fighter-details/ea0ad155451ed1f5
"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",Darren Uyenoyama,http://www.ufcstats.com/fighter-details/6546af7ab545b90c
"5' 7""",145 lbs.,--,Orthodox,"Mar 23, 1979",Eddie Yagin,http://www.ufcstats.com/fighter-details/cc84b68f862b466f
"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993",Shane Young,http://www.ufcstats.com/fighter-details/4cd8b03aee1d0138
"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978",Daiju Takase,http://www.ufcstats.com/fighter-details/4f74c8be51db8a37
"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",Miguel Torres,http://www.ufcstats.com/fighter-details/33b2f68ef95252e0
"5' 7""",155 lbs.,--,Orthodox,"Nov 16, 1979",David Kaplan,http://www.ufcstats.com/fighter-details/5669b828e7e11329
"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",John Gunderson,http://www.ufcstats.com/fighter-details/a0c139b34f11421a
"6' 3""",185 lbs.,"80""",Orthodox,"Feb 22, 1992",Rob Wilkinson,http://www.ufcstats.com/fighter-details/826475cc758e60e6
"5' 9""",155 lbs.,--,Orthodox,"Nov 04, 1989",JC Cottrell,http://www.ufcstats.com/fighter-details/3ec1e4ba98c9c85a
"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",William Macario,http://www.ufcstats.com/fighter-details/ed74afc8b5b47a61
"5' 6""",125 lbs.,"65""",Orthodox,"Mar 21, 1992",Alex Perez,http://www.ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
"5' 7""",170 lbs.,"70""",Orthodox,"Dec 01, 1985",Shinsho Anzai,http://www.ufcstats.com/fighter-details/4665f9f909cd7214
"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989",Eduardo Garagorri,http://www.ufcstats.com/fighter-details/7bde387d50829adf
"6' 3""",260 lbs.,"78""",Orthodox,"Dec 06, 1985",Todd Duffee,http://www.ufcstats.com/fighter-details/bda04c573563cc2e
"6' 0""",205 lbs.,--,Open Stance,"Jan 31, 1972",Kristian Rothaermel,http://www.ufcstats.com/fighter-details/af49a6c491ca22a3
"6' 2""",400 lbs.,--,Orthodox,--,John Matua,http://www.ufcstats.com/fighter-details/c933d423ebdbbbdb
"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",Jon Fitch,http://www.ufcstats.com/fighter-details/6f018c039b4d5d80
"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",Nicolas Dalby,http://www.ufcstats.com/fighter-details/9d19d9e4aa2662e8
"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",Ryan Bader,http://www.ufcstats.com/fighter-details/c0ab242c40decc55
"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",Murilo Bustamante,http://www.ufcstats.com/fighter-details/85d905f7c4f5a1af
"5' 9""",155 lbs.,--,Orthodox,--,Rick Davis,http://www.ufcstats.com/fighter-details/2549d63da9c456cb
"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",Katsunori Kikuno,http://www.ufcstats.com/fighter-details/44470bfd9483c7ad
"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",Andrew Holbrook,http://www.ufcstats.com/fighter-details/66ab58d0b3783607
"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",Jason Witt,http://www.ufcstats.com/fighter-details/5f3805dda9661cba
"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987",Chris Dempsey,http://www.ufcstats.com/fighter-details/dfae5da5676e4194
"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989",Dominic Waters,http://www.ufcstats.com/fighter-details/2de91c2244ad7e89
"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",Felice Herrig,http://www.ufcstats.com/fighter-details/b6850671a008bf9a
"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",Walt Harris,http://www.ufcstats.com/fighter-details/03f982ca3735070c
"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",Vladimir Matyushenko,http://www.ufcstats.com/fighter-details/ccdd90bd1fc7dab6
"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990",David Zawada,http://www.ufcstats.com/fighter-details/3bb2dc8e87b10a46
"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",Matt Mitrione,http://www.ufcstats.com/fighter-details/ba280572acfba13f
"5' 9""",199 lbs.,--,Orthodox,"Jun 16, 1963",Paul Jones,http://www.ufcstats.com/fighter-details/f341f9551ba744e2
"5' 9""",155 lbs.,--,Orthodox,"Nov 10, 1988",David Michaud,http://www.ufcstats.com/fighter-details/49f4b511932f71e9
"6' 0""",170 lbs.,"73""",Orthodox,"Dec 15, 1983",Cole Williams,http://www.ufcstats.com/fighter-details/f9a20a17d712ef7c
"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991",Brian Camozzi,http://www.ufcstats.com/fighter-details/1999ffb5cebc314f
"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",Caros Fodor,http://www.ufcstats.com/fighter-details/01d2ed8c502e3828
"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",Michael Johnson,http://www.ufcstats.com/fighter-details/511e82663651438d
"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",Justine Kish,http://www.ufcstats.com/fighter-details/928ae2e5b5f7a9ec
"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",Luigi Fioravanti,http://www.ufcstats.com/fighter-details/9583662df31d943f
"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",Zach Makovsky,http://www.ufcstats.com/fighter-details/57ab4d7c0bc09a30
"6' 1""",219 lbs.,--,Orthodox,"Nov 23, 1965",Don Frye,http://www.ufcstats.com/fighter-details/271fe91f4ba9d2c5
"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",Javier Vazquez,http://www.ufcstats.com/fighter-details/be5cfd73617a5b1a
"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",Cyrille Diabate,http://www.ufcstats.com/fighter-details/43563a32c3f10e95
"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",Oluwale Bamgbose,http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c
"5' 5""",135 lbs.,--,,"Feb 13, 1986",Pedro Nobre,http://www.ufcstats.com/fighter-details/e983c62faf677ab2
"5' 11""",170 lbs.,--,Orthodox,"Jun 29, 1981",Chad Reiner,http://www.ufcstats.com/fighter-details/d8022d5526b1d937
--,155 lbs.,"70""",,"Jul 15, 1984",Edward Faaloloto,http://www.ufcstats.com/fighter-details/6224e8d0a34264eb
"5' 4""",135 lbs.,"65""",Orthodox,"Mar 16, 1990",Bruno Silva,http://www.ufcstats.com/fighter-details/294aa73dbf37d281
"5' 10""",170 lbs.,"75""",Orthodox,"Nov 24, 1990",Maki Pitolo,http://www.ufcstats.com/fighter-details/c549573c0df4d676
"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",Court McGee,http://www.ufcstats.com/fighter-details/523fa774700d7d3f
"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",Kurt Pellegrino,http://www.ufcstats.com/fighter-details/aa1952ec0b3dd8e1
"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",Jesse Forbes,http://www.ufcstats.com/fighter-details/947eccadb72f4f6f
"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982",Bentley Syler,http://www.ufcstats.com/fighter-details/abd2109bc4cb0291
"5' 10""",241 lbs.,--,Orthodox,"Jun 18, 1974",Assuerio Silva,http://www.ufcstats.com/fighter-details/e091482fa6648261
"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986",Steve Cantwell,http://www.ufcstats.com/fighter-details/f1f9e48a0d150757
"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",Tony Ferguson,http://www.ufcstats.com/fighter-details/22a92d7f62195791
"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",Lance Benoist,http://www.ufcstats.com/fighter-details/5431dccc09118234
"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984",Daniel Jolly,http://www.ufcstats.com/fighter-details/eeabcd4dc6619129
"6' 1""",210 lbs.,--,Southpaw,--,Joe Pardo,http://www.ufcstats.com/fighter-details/74fefd43f073cd2f
"5' 8""",155 lbs.,--,Orthodox,"Mar 22, 1967",Andre Pederneiras,http://www.ufcstats.com/fighter-details/bba678d312590087
"5' 5""",145 lbs.,--,Orthodox,--,David Velasquez,http://www.ufcstats.com/fighter-details/09c44b317c98bf96
"6' 3""",249 lbs.,--,Orthodox,"Jan 17, 1966",Gary Goodridge,http://www.ufcstats.com/fighter-details/fbbde91f7bc2d3c5
"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",Simeon Thoresen,http://www.ufcstats.com/fighter-details/fea8acf9bfcf09ec
"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",Gerald Harris,http://www.ufcstats.com/fighter-details/c4b81cdecd5d6abe
"5' 8""",145 lbs.,"68""",Orthodox,"Jan 15, 1991",Zubaira Tukhugov,http://www.ufcstats.com/fighter-details/aceffa19749c4dc0
"5' 3""",125 lbs.,"66""",Orthodox,"Aug 26, 1993",Amanda Ribas,http://www.ufcstats.com/fighter-details/beecb672a279223e
"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",Shamar Bailey,http://www.ufcstats.com/fighter-details/e2b8186b618b00c4
"6' 4""",205 lbs.,"79""",Southpaw,"May 19, 1991",Jamahal Hill,http://www.ufcstats.com/fighter-details/5444c5a201d3ee5a
"6' 0""",170 lbs.,--,Orthodox,--,Ryan Madigan,http://www.ufcstats.com/fighter-details/a8d521d913df4e31
"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",Justin Frazier,http://www.ufcstats.com/fighter-details/78863e4a28204a6b
"5' 10""",145 lbs.,--,Orthodox,"May 29, 1988",Alex Torres,http://www.ufcstats.com/fighter-details/e4e0f310b3cf23a8
"5' 6""",135 lbs.,--,Southpaw,"Feb 14, 1989",Irwin Rivera,http://www.ufcstats.com/fighter-details/06a80a685ea98573
"5' 6""",155 lbs.,--,Orthodox,"Jul 22, 1971",Joao Roque,http://www.ufcstats.com/fighter-details/0f6528b461e47462
"5' 6""",125 lbs.,--,Orthodox,"Apr 07, 1990",Azamat Gashimov,http://www.ufcstats.com/fighter-details/a1b0715c4fd2dbd3
"5' 9""",170 lbs.,--,Orthodox,"Oct 18, 1975",Brandon Wolff,http://www.ufcstats.com/fighter-details/aa79d5399571068e
"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",Diego Nunes,http://www.ufcstats.com/fighter-details/3a24769a4855040a
"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986",Blagoy Ivanov,http://www.ufcstats.com/fighter-details/1788eee370f077b7
"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",Valentina Shevchenko,http://www.ufcstats.com/fighter-details/132deb59abae64b1
"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",Julian Erosa,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a
"6' 2""",230 lbs.,--,Orthodox,--,Jason Godsey,http://www.ufcstats.com/fighter-details/5ca158b1cc9cb242
"5' 11""",155 lbs.,--,Orthodox,"Jun 05, 1976",Joey Gilbert,http://www.ufcstats.com/fighter-details/6bb1d2b714d4b3bc
"5' 4""",145 lbs.,"68""",Orthodox,"Jun 29, 1989",Jimmie Rivera,http://www.ufcstats.com/fighter-details/9c907996820d2d69
"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983",Robert Whiteford,http://www.ufcstats.com/fighter-details/1dafccb62a0f98ec
"6' 1""",175 lbs.,--,Southpaw,"Dec 12, 1966",Royce Gracie,http://www.ufcstats.com/fighter-details/429e7d3725852ce9
"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",Paul Buentello,http://www.ufcstats.com/fighter-details/f0abbb6f3444dae7
